Contig,accession
A_C_D_contig_1340,TIGR00436
A_C_D_contig_58409,TIGR00436
A_C_D_contig_4533,TIGR00436
A_C_D_contig_34809,TIGR00436
A_C_D_contig_4769,TIGR00436
A_C_D_contig_51800,TIGR00436
A_C_D_contig_41641,TIGR00436
A_C_D_contig_79415,TIGR00436
A_C_D_contig_35809,TIGR00436
A_C_D_contig_2336,TIGR00436
A_C_D_contig_2218,TIGR00436
A_C_D_contig_13376,TIGR00436
A_C_D_contig_818,TIGR00436
A_C_D_contig_817,TIGR00436
A_C_D_contig_4893,TIGR00436
A_C_D_contig_50492,TIGR00436
A_C_D_contig_30647,TIGR00436
A_C_D_contig_65126,TIGR00436
A_C_D_contig_3570,TIGR00436
A_C_D_contig_51268,TIGR00436
A_C_D_contig_7859,TIGR00436
A_C_D_contig_12663,TIGR00436
A_C_D_contig_9199,TIGR00436
A_C_D_contig_32318,TIGR00436
A_C_D_contig_8250,TIGR00436
A_C_D_contig_25906,TIGR00436
A_C_D_contig_18117,TIGR00436
A_C_D_contig_35592,TIGR00436
A_C_D_contig_22564,TIGR00436
A_C_D_contig_527,TIGR00436
A_C_D_contig_69956,TIGR00436
A_C_D_contig_64018,TIGR00436
A_C_D_contig_35389,TIGR00436
A_C_D_contig_66742,TIGR00436
A_C_D_contig_662,TIGR00436
A_C_D_contig_3809,TIGR00436
A_C_D_contig_12331,TIGR00436
A_C_D_contig_9040,TIGR00436
A_C_D_contig_22581,TIGR00436
A_C_D_contig_10253,TIGR00436
A_C_D_contig_6534,TIGR00436
A_C_D_contig_59491,TIGR00436
A_C_D_contig_84018,TIGR00436
A_C_D_contig_11783,TIGR00436
A_C_D_contig_10540,TIGR00436
A_C_D_contig_7227,TIGR00436
A_C_D_contig_50839,TIGR00436
A_C_D_contig_4114,TIGR00436
A_C_D_contig_5048,TIGR00436
A_C_D_contig_7402,TIGR00436
A_C_D_contig_3341,TIGR00436
A_C_D_contig_2342,TIGR00436
A_C_D_contig_64937,TIGR00436
A_C_D_contig_1104,TIGR00436
A_C_D_contig_30398,TIGR00436
A_C_D_contig_1098,TIGR00436
A_C_D_contig_9592,TIGR00436
A_C_D_contig_20953,TIGR00436
A_C_D_contig_43967,TIGR00436
A_C_D_contig_20212,TIGR00436
A_C_D_contig_23387,TIGR00436
A_C_D_contig_31259,TIGR00436
A_C_D_contig_17331,TIGR00436
A_C_D_contig_137,TIGR00436
A_C_D_contig_18949,TIGR00436
A_C_D_contig_22653,TIGR00436
A_C_D_contig_77438,TIGR00436
A_C_D_contig_61651,TIGR00436
A_C_D_contig_30256,TIGR00436
A_C_D_contig_12520,TIGR00436
A_C_D_contig_57152,TIGR00436
A_C_D_contig_4030,TIGR00436
A_C_D_contig_10878,TIGR00436
A_C_D_contig_4889,TIGR00436
A_C_D_contig_11671,TIGR00436
A_C_D_contig_51768,TIGR00436
A_C_D_contig_14847,TIGR00442
A_C_D_contig_35174,TIGR00442
A_C_D_contig_1064,TIGR00442
A_C_D_contig_3434,TIGR00442
A_C_D_contig_62095,TIGR00442
A_C_D_contig_30398,TIGR00442
A_C_D_contig_24652,TIGR00442
A_C_D_contig_5103,TIGR00442
A_C_D_contig_1585,TIGR00442
A_C_D_contig_20953,TIGR00442
A_C_D_contig_5390,TIGR00442
A_C_D_contig_22955,TIGR00442
A_C_D_contig_30300,TIGR00442
A_C_D_contig_6129,TIGR00442
A_C_D_contig_80570,TIGR00442
A_C_D_contig_26158,TIGR00442
A_C_D_contig_2918,TIGR00442
A_C_D_contig_14499,TIGR00442
A_C_D_contig_16145,TIGR00442
A_C_D_contig_1302,TIGR00442
A_C_D_contig_25722,TIGR00442
A_C_D_contig_9977,TIGR00442
A_C_D_contig_18949,TIGR00442
A_C_D_contig_511,TIGR00442
A_C_D_contig_28601,TIGR00442
A_C_D_contig_3658,TIGR00442
A_C_D_contig_8214,TIGR00442
A_C_D_contig_9551,TIGR00442
A_C_D_contig_12257,TIGR00442
A_C_D_contig_17667,TIGR00442
A_C_D_contig_49319,TIGR00442
A_C_D_contig_74207,TIGR00442
A_C_D_contig_1631,TIGR00442
A_C_D_contig_1335,TIGR00442
A_C_D_contig_2004,TIGR00442
A_C_D_contig_66222,TIGR00442
A_C_D_contig_11241,TIGR00442
A_C_D_contig_33095,TIGR00442
A_C_D_contig_23566,TIGR00442
A_C_D_contig_27812,TIGR00442
A_C_D_contig_5301,TIGR00442
A_C_D_contig_25999,TIGR00442
A_C_D_contig_6887,TIGR00442
A_C_D_contig_247,TIGR00442
A_C_D_contig_26463,TIGR00442
A_C_D_contig_4778,TIGR00442
A_C_D_contig_67496,TIGR00442
A_C_D_contig_78341,TIGR00442
A_C_D_contig_35259,TIGR00442
A_C_D_contig_52131,TIGR00442
A_C_D_contig_1098,TIGR00442
A_C_D_contig_58323,TIGR00442
A_C_D_contig_36824,TIGR00442
A_C_D_contig_78755,TIGR00442
A_C_D_contig_14734,TIGR00442
A_C_D_contig_10411,TIGR00442
A_C_D_contig_3792,TIGR00442
A_C_D_contig_41601,TIGR00442
A_C_D_contig_53818,TIGR00442
A_C_D_contig_49398,TIGR00442
A_C_D_contig_17534,TIGR00442
A_C_D_contig_11648,TIGR00442
A_C_D_contig_29125,TIGR00442
A_C_D_contig_57348,TIGR00442
A_C_D_contig_70340,TIGR00442
A_C_D_contig_13116,TIGR00442
A_C_D_contig_54706,TIGR00442
A_C_D_contig_62835,TIGR00442
A_C_D_contig_30192,TIGR00442
A_C_D_contig_29840,TIGR00442
A_C_D_contig_28163,TIGR00442
A_C_D_contig_372,TIGR00442
A_C_D_contig_60718,TIGR00442
A_C_D_contig_32046,TIGR00442
A_C_D_contig_21289,TIGR00442
A_C_D_contig_15613,TIGR00442
A_C_D_contig_19173,TIGR00442
A_C_D_contig_60986,TIGR00442
A_C_D_contig_67665,TIGR00442
A_C_D_contig_24456,TIGR00442
A_C_D_contig_12166,TIGR00442
A_C_D_contig_63922,TIGR00442
A_C_D_contig_63358,TIGR00442
A_C_D_contig_51208,TIGR00442
A_C_D_contig_150,TIGR00442
A_C_D_contig_15183,TIGR00442
A_C_D_contig_78544,TIGR00442
A_C_D_contig_8507,TIGR00459
A_C_D_contig_2239,TIGR00459
A_C_D_contig_8704,TIGR00459
A_C_D_contig_1106,TIGR00459
A_C_D_contig_34424,TIGR00459
A_C_D_contig_25473,TIGR00459
A_C_D_contig_33921,TIGR00459
A_C_D_contig_20284,TIGR00459
A_C_D_contig_23778,TIGR00459
A_C_D_contig_17757,TIGR00459
A_C_D_contig_161,TIGR00459
A_C_D_contig_22548,TIGR00459
A_C_D_contig_11168,TIGR00459
A_C_D_contig_28218,TIGR00459
A_C_D_contig_30300,TIGR00459
A_C_D_contig_3648,TIGR00459
A_C_D_contig_8289,TIGR00459
A_C_D_contig_3529,TIGR00459
A_C_D_contig_6129,TIGR00459
A_C_D_contig_4041,TIGR00459
A_C_D_contig_3044,TIGR00459
A_C_D_contig_32492,TIGR00459
A_C_D_contig_5651,TIGR00459
A_C_D_contig_1674,TIGR00459
A_C_D_contig_1744,TIGR00459
A_C_D_contig_6855,TIGR00459
A_C_D_contig_139,TIGR00459
A_C_D_contig_41362,TIGR00459
A_C_D_contig_33096,TIGR00459
A_C_D_contig_1477,TIGR00459
A_C_D_contig_22145,TIGR00459
A_C_D_contig_47690,TIGR00459
A_C_D_contig_33897,TIGR00459
A_C_D_contig_19462,TIGR00459
A_C_D_contig_8384,TIGR00459
A_C_D_contig_84378,TIGR00459
A_C_D_contig_3580,TIGR00459
A_C_D_contig_62941,TIGR00459
A_C_D_contig_8768,TIGR00459
A_C_D_contig_54861,TIGR00459
A_C_D_contig_15406,TIGR00459
A_C_D_contig_16355,TIGR00459
A_C_D_contig_4262,TIGR00459
A_C_D_contig_38356,TIGR00459
A_C_D_contig_24352,TIGR00459
A_C_D_contig_30255,TIGR00459
A_C_D_contig_58275,TIGR00459
A_C_D_contig_39276,TIGR00459
A_C_D_contig_13575,TIGR00459
A_C_D_contig_1739,TIGR00459
A_C_D_contig_20410,TIGR00459
A_C_D_contig_76603,TIGR00459
A_C_D_contig_32758,TIGR00459
A_C_D_contig_25232,TIGR00459
A_C_D_contig_78519,TIGR00459
A_C_D_contig_28749,TIGR00460
A_C_D_contig_14705,TIGR00460
A_C_D_contig_37412,TIGR00460
A_C_D_contig_68636,TIGR00460
A_C_D_contig_10205,TIGR00460
A_C_D_contig_2556,TIGR00460
A_C_D_contig_20391,TIGR00460
A_C_D_contig_3192,TIGR00460
A_C_D_contig_19250,TIGR00460
A_C_D_contig_2627,TIGR00460
A_C_D_contig_70293,TIGR00460
A_C_D_contig_18437,TIGR00460
A_C_D_contig_50516,TIGR00460
A_C_D_contig_30069,TIGR00460
A_C_D_contig_27749,TIGR00460
A_C_D_contig_2349,TIGR00460
A_C_D_contig_6688,TIGR00460
A_C_D_contig_81343,TIGR00460
A_C_D_contig_11655,TIGR00460
A_C_D_contig_28151,TIGR00460
A_C_D_contig_4242,TIGR00460
A_C_D_contig_828,TIGR00460
A_C_D_contig_49301,TIGR00460
A_C_D_contig_18891,TIGR00460
A_C_D_contig_17692,TIGR00460
A_C_D_contig_27464,TIGR00460
A_C_D_contig_21006,TIGR00460
A_C_D_contig_4273,TIGR00460
A_C_D_contig_32038,TIGR00460
A_C_D_contig_305,TIGR00460
A_C_D_contig_78634,TIGR00460
A_C_D_contig_26500,TIGR00460
A_C_D_contig_46189,TIGR00460
A_C_D_contig_4893,TIGR00460
A_C_D_contig_68060,TIGR00460
A_C_D_contig_843,TIGR00460
A_C_D_contig_1248,TIGR00460
A_C_D_contig_68573,TIGR00460
A_C_D_contig_42680,TIGR00460
A_C_D_contig_78080,TIGR00460
A_C_D_contig_7644,TIGR00460
A_C_D_contig_37716,TIGR00460
A_C_D_contig_3220,TIGR00460
A_C_D_contig_60074,TIGR00460
A_C_D_contig_16448,TIGR00460
A_C_D_contig_973,TIGR00460
A_C_D_contig_6346,TIGR00460
A_C_D_contig_2336,TIGR00460
A_C_D_contig_51302,TIGR00460
A_C_D_contig_37173,TIGR00460
A_C_D_contig_81794,TIGR00460
A_C_D_contig_3524,TIGR00460
A_C_D_contig_3534,TIGR00460
A_C_D_contig_13938,TIGR00460
A_C_D_contig_66735,TIGR00460
A_C_D_contig_82734,TIGR00460
A_C_D_contig_150,TIGR00460
A_C_D_contig_15138,TIGR00468
A_C_D_contig_18199,TIGR00468
A_C_D_contig_18583,TIGR00468
A_C_D_contig_58213,TIGR00468
A_C_D_contig_917,TIGR00468
A_C_D_contig_27135,TIGR00468
A_C_D_contig_66575,TIGR00468
A_C_D_contig_2741,TIGR00468
A_C_D_contig_6587,TIGR00468
A_C_D_contig_976,TIGR00468
A_C_D_contig_455,TIGR00468
A_C_D_contig_1226,TIGR00468
A_C_D_contig_8002,TIGR00468
A_C_D_contig_12498,TIGR00468
A_C_D_contig_18455,TIGR00468
A_C_D_contig_14713,TIGR00468
A_C_D_contig_4184,TIGR00468
A_C_D_contig_6376,TIGR00468
A_C_D_contig_10662,TIGR00468
A_C_D_contig_18417,TIGR00468
A_C_D_contig_14926,TIGR00468
A_C_D_contig_1863,TIGR00468
A_C_D_contig_54351,TIGR00468
A_C_D_contig_2968,TIGR00468
A_C_D_contig_4404,TIGR00468
A_C_D_contig_79732,TIGR00468
A_C_D_contig_28397,TIGR00468
A_C_D_contig_4405,TIGR00468
A_C_D_contig_11357,TIGR00468
A_C_D_contig_36497,TIGR00468
A_C_D_contig_13310,TIGR00468
A_C_D_contig_2470,TIGR00468
A_C_D_contig_36199,TIGR00468
A_C_D_contig_25517,TIGR00468
A_C_D_contig_8338,TIGR00468
A_C_D_contig_52544,TIGR00468
A_C_D_contig_33511,TIGR00468
A_C_D_contig_75570,TIGR00468
A_C_D_contig_10572,TIGR00468
A_C_D_contig_13148,TIGR00468
A_C_D_contig_13518,TIGR00468
A_C_D_contig_973,TIGR00468
A_C_D_contig_13243,TIGR00468
A_C_D_contig_57864,TIGR00468
A_C_D_contig_45311,TIGR00468
A_C_D_contig_4609,TIGR00468
A_C_D_contig_31741,TIGR00468
A_C_D_contig_1868,TIGR00468
A_C_D_contig_10318,TIGR00468
A_C_D_contig_4137,TIGR00468
A_C_D_contig_22155,TIGR00468
A_C_D_contig_53176,TIGR00468
A_C_D_contig_16702,TIGR00468
A_C_D_contig_57677,TIGR00468
A_C_D_contig_6136,TIGR00468
A_C_D_contig_28937,TIGR00468
A_C_D_contig_22274,TIGR00468
A_C_D_contig_42003,TIGR00468
A_C_D_contig_15376,TIGR00468
A_C_D_contig_18659,TIGR00468
A_C_D_contig_68167,TIGR00468
A_C_D_contig_36265,TIGR00468
A_C_D_contig_31226,TIGR00468
A_C_D_contig_61894,TIGR00468
A_C_D_contig_14166,TIGR00468
A_C_D_contig_49345,TIGR00468
A_C_D_contig_3891,TIGR00468
A_C_D_contig_455,TIGR00472
A_C_D_contig_10662,TIGR00472
A_C_D_contig_18583,TIGR00472
A_C_D_contig_1863,TIGR00472
A_C_D_contig_30496,TIGR00472
A_C_D_contig_18199,TIGR00472
A_C_D_contig_6376,TIGR00472
A_C_D_contig_12498,TIGR00472
A_C_D_contig_14926,TIGR00472
A_C_D_contig_2968,TIGR00472
A_C_D_contig_2470,TIGR00472
A_C_D_contig_33511,TIGR00472
A_C_D_contig_13243,TIGR00472
A_C_D_contig_36199,TIGR00472
A_C_D_contig_4184,TIGR00472
A_C_D_contig_14166,TIGR00472
A_C_D_contig_13001,TIGR00472
A_C_D_contig_1226,TIGR00472
A_C_D_contig_8480,TIGR00472
A_C_D_contig_18417,TIGR00472
A_C_D_contig_18659,TIGR00472
A_C_D_contig_6764,TIGR00472
A_C_D_contig_17952,TIGR00472
A_C_D_contig_917,TIGR00472
A_C_D_contig_22455,TIGR00472
A_C_D_contig_13310,TIGR00472
A_C_D_contig_69490,TIGR00472
A_C_D_contig_36497,TIGR00472
A_C_D_contig_71145,TIGR00472
A_C_D_contig_65719,TIGR00472
A_C_D_contig_2741,TIGR00472
A_C_D_contig_15088,TIGR00472
A_C_D_contig_10572,TIGR00472
A_C_D_contig_26947,TIGR00472
A_C_D_contig_1231,TIGR00472
A_C_D_contig_31685,TIGR00472
A_C_D_contig_70539,TIGR00472
A_C_D_contig_56629,TIGR00472
A_C_D_contig_57286,TIGR00472
A_C_D_contig_8596,TIGR00472
A_C_D_contig_22155,TIGR00472
A_C_D_contig_16177,TIGR00472
A_C_D_contig_1868,TIGR00472
A_C_D_contig_45443,TIGR00472
A_C_D_contig_18812,TIGR00472
A_C_D_contig_61572,TIGR00472
A_C_D_contig_22098,TIGR00472
A_C_D_contig_15376,TIGR00472
A_C_D_contig_13292,TIGR00472
A_C_D_contig_42355,TIGR00472
A_C_D_contig_29657,TIGR00472
A_C_D_contig_58213,TIGR00472
A_C_D_contig_6023,TIGR00472
A_C_D_contig_18455,TIGR00472
A_C_D_contig_68167,TIGR00472
A_C_D_contig_4609,TIGR00472
A_C_D_contig_31226,TIGR00472
A_C_D_contig_57677,TIGR00472
A_C_D_contig_37791,TIGR00472
A_C_D_contig_37596,TIGR00472
A_C_D_contig_27334,TIGR00472
A_C_D_contig_37750,TIGR00472
A_C_D_contig_4137,TIGR00472
A_C_D_contig_16809,TIGR00472
A_C_D_contig_32871,TIGR00472
A_C_D_contig_16702,TIGR00472
A_C_D_contig_6136,TIGR00472
A_C_D_contig_10318,TIGR00472
A_C_D_contig_8002,TIGR00472
A_C_D_contig_69088,TIGR00472
A_C_D_contig_6451,TIGR00472
A_C_D_contig_49345,TIGR00472
A_C_D_contig_17494,TIGR00487
A_C_D_contig_4073,TIGR00487
A_C_D_contig_10705,TIGR00487
A_C_D_contig_2458,TIGR00487
A_C_D_contig_1025,TIGR00487
A_C_D_contig_5931,TIGR00487
A_C_D_contig_794,TIGR00487
A_C_D_contig_13261,TIGR00487
A_C_D_contig_6064,TIGR00487
A_C_D_contig_19325,TIGR00487
A_C_D_contig_3898,TIGR00487
A_C_D_contig_3890,TIGR00487
A_C_D_contig_44208,TIGR00487
A_C_D_contig_4204,TIGR00487
A_C_D_contig_29801,TIGR00487
A_C_D_contig_5564,TIGR00487
A_C_D_contig_5995,TIGR00487
A_C_D_contig_20789,TIGR00487
A_C_D_contig_45913,TIGR00487
A_C_D_contig_23327,TIGR00487
A_C_D_contig_25587,TIGR00487
A_C_D_contig_75235,TIGR00487
A_C_D_contig_6206,TIGR00487
A_C_D_contig_5905,TIGR00487
A_C_D_contig_8727,TIGR00487
A_C_D_contig_431,TIGR00487
A_C_D_contig_24463,TIGR00487
A_C_D_contig_14100,TIGR00487
A_C_D_contig_1922,TIGR00487
A_C_D_contig_14796,TIGR00487
A_C_D_contig_51364,TIGR00487
A_C_D_contig_65424,TIGR00487
A_C_D_contig_28491,TIGR00487
A_C_D_contig_7591,TIGR00487
A_C_D_contig_18103,TIGR00487
A_C_D_contig_2372,TIGR00487
A_C_D_contig_30868,TIGR00487
A_C_D_contig_31957,TIGR00487
A_C_D_contig_7701,TIGR00487
A_C_D_contig_3839,TIGR00487
A_C_D_contig_13230,TIGR00487
A_C_D_contig_67327,TIGR00487
A_C_D_contig_1785,TIGR00487
A_C_D_contig_3044,TIGR00487
A_C_D_contig_13229,TIGR00487
A_C_D_contig_5288,TIGR00487
A_C_D_contig_6728,TIGR00487
A_C_D_contig_27392,TIGR00487
A_C_D_contig_25054,TIGR00487
A_C_D_contig_6294,TIGR00487
A_C_D_contig_46121,TIGR00487
A_C_D_contig_59068,TIGR00487
A_C_D_contig_23915,TIGR00487
A_C_D_contig_2255,TIGR00487
A_C_D_contig_62603,TIGR00487
A_C_D_contig_4377,TIGR00487
A_C_D_contig_2858,TIGR00487
A_C_D_contig_10331,TIGR00496
A_C_D_contig_191,TIGR00496
A_C_D_contig_469,TIGR00496
A_C_D_contig_37351,TIGR00496
A_C_D_contig_10576,TIGR00496
A_C_D_contig_61676,TIGR00496
A_C_D_contig_270,TIGR00496
A_C_D_contig_31874,TIGR00496
A_C_D_contig_78950,TIGR00496
A_C_D_contig_22233,TIGR00496
A_C_D_contig_40016,TIGR00496
A_C_D_contig_2573,TIGR00496
A_C_D_contig_34605,TIGR00496
A_C_D_contig_5259,TIGR00496
A_C_D_contig_16243,TIGR00496
A_C_D_contig_31786,TIGR00496
A_C_D_contig_6783,TIGR00496
A_C_D_contig_37235,TIGR00496
A_C_D_contig_40098,TIGR00496
A_C_D_contig_13383,TIGR00496
A_C_D_contig_2823,TIGR00496
A_C_D_contig_18562,TIGR00496
A_C_D_contig_55184,TIGR00496
A_C_D_contig_51464,TIGR00496
A_C_D_contig_45850,TIGR00496
A_C_D_contig_8080,TIGR00496
A_C_D_contig_20484,TIGR00496
A_C_D_contig_56425,TIGR00496
A_C_D_contig_36107,TIGR00496
A_C_D_contig_1518,TIGR00496
A_C_D_contig_1479,TIGR00496
A_C_D_contig_2188,TIGR00496
A_C_D_contig_2272,TIGR00496
A_C_D_contig_9047,TIGR00496
A_C_D_contig_37539,TIGR00496
A_C_D_contig_21328,TIGR00496
A_C_D_contig_12213,TIGR00496
A_C_D_contig_34520,TIGR00496
A_C_D_contig_27396,TIGR00496
A_C_D_contig_40353,TIGR00496
A_C_D_contig_59205,TIGR00496
A_C_D_contig_9525,TIGR00496
A_C_D_contig_74029,TIGR00496
A_C_D_contig_63549,TIGR00496
A_C_D_contig_7179,TIGR00496
A_C_D_contig_9594,TIGR00496
A_C_D_contig_38226,TIGR00496
A_C_D_contig_34400,TIGR00496
A_C_D_contig_18509,TIGR00496
A_C_D_contig_67,TIGR00496
A_C_D_contig_47035,TIGR00496
A_C_D_contig_48253,TIGR00496
A_C_D_contig_38005,TIGR00496
A_C_D_contig_66108,TIGR00496
A_C_D_contig_18139,TIGR00496
A_C_D_contig_18765,TIGR00496
A_C_D_contig_64531,TIGR00496
A_C_D_contig_3764,TIGR00496
A_C_D_contig_31635,TIGR00496
A_C_D_contig_4780,TIGR00496
A_C_D_contig_75040,TIGR00496
A_C_D_contig_33514,TIGR00496
A_C_D_contig_46548,TIGR00496
A_C_D_contig_38783,TIGR00496
A_C_D_contig_46047,TIGR00496
A_C_D_contig_6518,TIGR00496
A_C_D_contig_26553,TIGR00496
A_C_D_contig_7080,TIGR00496
A_C_D_contig_19309,TIGR00496
A_C_D_contig_18596,TIGR00496
A_C_D_contig_66312,TIGR00496
A_C_D_contig_29043,TIGR00496
A_C_D_contig_1162,TIGR00496
A_C_D_contig_60446,TIGR00496
A_C_D_contig_23036,TIGR00496
A_C_D_contig_176,TIGR00496
A_C_D_contig_81185,TIGR00496
A_C_D_contig_2651,TIGR00496
A_C_D_contig_51514,TIGR00496
A_C_D_contig_150,TIGR00496
A_C_D_contig_19265,TIGR00496
A_C_D_contig_62400,TIGR00496
A_C_D_contig_7619,TIGR00496
A_C_D_contig_19390,TIGR00496
A_C_D_contig_4686,TIGR00496
A_C_D_contig_14226,TIGR00575
A_C_D_contig_1586,TIGR00575
A_C_D_contig_19020,TIGR00575
A_C_D_contig_2170,TIGR00575
A_C_D_contig_9426,TIGR00575
A_C_D_contig_51768,TIGR00575
A_C_D_contig_17618,TIGR00575
A_C_D_contig_291,TIGR00575
A_C_D_contig_7264,TIGR00575
A_C_D_contig_8259,TIGR00575
A_C_D_contig_1383,TIGR00575
A_C_D_contig_8641,TIGR00575
A_C_D_contig_1834,TIGR00575
A_C_D_contig_6921,TIGR00575
A_C_D_contig_45277,TIGR00575
A_C_D_contig_4548,TIGR00575
A_C_D_contig_15160,TIGR00575
A_C_D_contig_1514,TIGR00575
A_C_D_contig_11815,TIGR00575
A_C_D_contig_22871,TIGR00575
A_C_D_contig_45210,TIGR00575
A_C_D_contig_6672,TIGR00575
A_C_D_contig_43138,TIGR00575
A_C_D_contig_43428,TIGR00575
A_C_D_contig_1406,TIGR00575
A_C_D_contig_12420,TIGR00575
A_C_D_contig_41372,TIGR00575
A_C_D_contig_3044,TIGR00575
A_C_D_contig_54766,TIGR00575
A_C_D_contig_6920,TIGR00575
A_C_D_contig_46228,TIGR00575
A_C_D_contig_64155,TIGR00575
A_C_D_contig_27376,TIGR00575
A_C_D_contig_24539,TIGR00575
A_C_D_contig_19251,TIGR00575
A_C_D_contig_67485,TIGR00575
A_C_D_contig_1133,TIGR00575
A_C_D_contig_17954,TIGR00575
A_C_D_contig_39565,TIGR00575
A_C_D_contig_45611,TIGR00575
A_C_D_contig_34238,TIGR00575
A_C_D_contig_40042,TIGR00575
A_C_D_contig_74052,TIGR00575
A_C_D_contig_8104,TIGR00631
A_C_D_contig_3892,TIGR00631
A_C_D_contig_17815,TIGR00631
A_C_D_contig_917,TIGR00631
A_C_D_contig_5671,TIGR00631
A_C_D_contig_7796,TIGR00631
A_C_D_contig_4712,TIGR00631
A_C_D_contig_13605,TIGR00631
A_C_D_contig_3550,TIGR00631
A_C_D_contig_85,TIGR00631
A_C_D_contig_11588,TIGR00631
A_C_D_contig_139,TIGR00631
A_C_D_contig_5078,TIGR00631
A_C_D_contig_19096,TIGR00631
A_C_D_contig_23443,TIGR00631
A_C_D_contig_11931,TIGR00631
A_C_D_contig_9981,TIGR00631
A_C_D_contig_7315,TIGR00631
A_C_D_contig_78,TIGR00631
A_C_D_contig_31151,TIGR00631
A_C_D_contig_6916,TIGR00631
A_C_D_contig_28143,TIGR00631
A_C_D_contig_21993,TIGR00631
A_C_D_contig_15384,TIGR00631
A_C_D_contig_2359,TIGR00631
A_C_D_contig_20870,TIGR00631
A_C_D_contig_19288,TIGR00631
A_C_D_contig_33615,TIGR00631
A_C_D_contig_11660,TIGR00631
A_C_D_contig_1323,TIGR00631
A_C_D_contig_20930,TIGR00631
A_C_D_contig_45407,TIGR00631
A_C_D_contig_5261,TIGR00631
A_C_D_contig_1226,TIGR00631
A_C_D_contig_41177,TIGR00631
A_C_D_contig_4322,TIGR00631
A_C_D_contig_12011,TIGR00631
A_C_D_contig_5462,TIGR00631
A_C_D_contig_9508,TIGR00631
A_C_D_contig_62512,TIGR00631
A_C_D_contig_37223,TIGR00631
A_C_D_contig_22344,TIGR00631
A_C_D_contig_62943,TIGR00631
A_C_D_contig_32034,TIGR00631
A_C_D_contig_44887,TIGR00631
A_C_D_contig_22343,TIGR00631
A_C_D_contig_1422,TIGR00663
A_C_D_contig_5137,TIGR00663
A_C_D_contig_46201,TIGR00663
A_C_D_contig_10131,TIGR00663
A_C_D_contig_5321,TIGR00663
A_C_D_contig_35078,TIGR00663
A_C_D_contig_12444,TIGR00663
A_C_D_contig_844,TIGR00663
A_C_D_contig_3418,TIGR00663
A_C_D_contig_38935,TIGR00663
A_C_D_contig_2607,TIGR00663
A_C_D_contig_39056,TIGR00663
A_C_D_contig_14462,TIGR00663
A_C_D_contig_3098,TIGR00663
A_C_D_contig_35175,TIGR00663
A_C_D_contig_19192,TIGR00663
A_C_D_contig_4042,TIGR00663
A_C_D_contig_4338,TIGR00663
A_C_D_contig_10765,TIGR00663
A_C_D_contig_7594,TIGR00663
A_C_D_contig_2089,TIGR00663
A_C_D_contig_62796,TIGR00663
A_C_D_contig_5884,TIGR00663
A_C_D_contig_5480,TIGR00663
A_C_D_contig_55895,TIGR00663
A_C_D_contig_70047,TIGR00663
A_C_D_contig_48216,TIGR00663
A_C_D_contig_13195,TIGR00663
A_C_D_contig_6917,TIGR00663
A_C_D_contig_47597,TIGR00663
A_C_D_contig_54948,TIGR00663
A_C_D_contig_7543,TIGR00663
A_C_D_contig_43732,TIGR00663
A_C_D_contig_19435,TIGR00663
A_C_D_contig_13576,TIGR00663
A_C_D_contig_1359,TIGR00663
A_C_D_contig_21254,TIGR00663
A_C_D_contig_43490,TIGR00663
A_C_D_contig_57486,TIGR00663
A_C_D_contig_15633,TIGR00663
A_C_D_contig_49116,TIGR00663
A_C_D_contig_55297,TIGR00663
A_C_D_contig_78468,TIGR00663
A_C_D_contig_26472,TIGR00663
A_C_D_contig_12913,TIGR00663
A_C_D_contig_48362,TIGR00663
A_C_D_contig_32786,TIGR00663
A_C_D_contig_11583,TIGR00663
A_C_D_contig_45997,TIGR00663
A_C_D_contig_48481,TIGR00663
A_C_D_contig_6275,TIGR00663
A_C_D_contig_74575,TIGR00663
A_C_D_contig_16799,TIGR00663
A_C_D_contig_6508,TIGR00663
A_C_D_contig_45009,TIGR00663
A_C_D_contig_2500,TIGR00663
A_C_D_contig_5887,TIGR00663
A_C_D_contig_45214,TIGR00663
A_C_D_contig_70080,TIGR00663
A_C_D_contig_24745,TIGR00663
A_C_D_contig_36016,TIGR00663
A_C_D_contig_52638,TIGR00663
A_C_D_contig_54346,TIGR00663
A_C_D_contig_747,TIGR00663
A_C_D_contig_3147,TIGR00663
A_C_D_contig_6733,TIGR00663
A_C_D_contig_45478,TIGR00663
A_C_D_contig_12910,TIGR00663
A_C_D_contig_48109,TIGR00663
A_C_D_contig_70001,TIGR00663
A_C_D_contig_21117,TIGR00663
A_C_D_contig_3462,TIGR00663
A_C_D_contig_8732,TIGR00663
A_C_D_contig_276,TIGR00663
A_C_D_contig_72630,TIGR00663
A_C_D_contig_9054,TIGR00663
A_C_D_contig_40872,TIGR00663
A_C_D_contig_7346,TIGR00663
A_C_D_contig_4779,TIGR00663
A_C_D_contig_10671,TIGR00663
A_C_D_contig_4247,TIGR00663
A_C_D_contig_49102,TIGR00663
A_C_D_contig_14416,TIGR00663
A_C_D_contig_52205,TIGR00663
A_C_D_contig_3931,TIGR00663
A_C_D_contig_1834,TIGR00663
A_C_D_contig_72203,TIGR00663
A_C_D_contig_7814,TIGR00663
A_C_D_contig_16958,TIGR00663
A_C_D_contig_72522,TIGR00663
A_C_D_contig_49128,TIGR00663
A_C_D_contig_15198,TIGR00663
A_C_D_contig_40419,TIGR00663
